num_solar_panels,num_wind_turbines,battery_kwh,scenario_name,annual_demand_kwh,total_cost,annual_kwh_generated,self_sufficiency_pct,annual_savings_eur,payback_period_years,annual_kwh_exported,annual_kwh_curtailed,wind_generation_kwh,solar_generation_kwh,annual_maintenance_cost_eur,annual_amortized_battery_replacement_cost_eur,annual_financing_cost_eur,env_co2_reduction_tons_yr,env_land_use_sqm,env_water_savings_m3_yr,env_waste_factor_pct,env_degradation_rate,soc_local_jobs_fte,soc_energy_resilience_hrs,soc_grid_strain_reduction_pct,soc_community_investment_eur,soc_noise_level_impact_score,gov_payback_plausibility_score,gov_supply_chain_transparency_score,gov_regulatory_compliance_score,gov_stakeholder_reporting_score,gov_operational_risk_score
2733,135,4583,University_Campus,3000000,2312110.0,3763095,94.9,215977,10.7,707164,162753,483808,3279287,46242,73328,161848,749,5321,7526,4.3,0.005,2.77,10.7,18.8,2312,4.4,2.3,6.0,10,8,5.0
2733,135,5666,University_Campus,3000000,2723650.0,3751048,95.6,163745,16.6,680014,155282,484090,3266959,54473,90656,190656,746,5321,7502,4.1,0.005,3.27,13.2,18.1,2724,4.4,1.5,5.9,10,8,4.8
2733,135,6750,University_Campus,3000000,3135570.0,3728885,96.1,110030,28.5,643474,153623,475266,3253619,62711,108000,219490,742,5321,7458,4.1,0.005,3.76,15.8,17.3,3136,4.4,1.0,5.8,10,8,4.6
2733,135,7833,University_Campus,3000000,3547110.0,3753779,96.5,58129,50.0,651309,156274,478973,3274806,70942,125328,248298,747,5321,7508,4.2,0.005,4.26,18.3,17.4,3547,4.4,1.0,5.7,10,8,4.4
2733,135,8916,University_Campus,3000000,3958650.0,3745596,96.9,4747,50.0,633399,153174,481068,3264529,79173,142656,277106,745,5321,7491,4.1,0.005,4.75,20.8,16.9,3959,4.4,1.0,5.6,10,8,4.2
2733,135,10000,University_Campus,3000000,4370570.0,3754412,97.0,-49124,50.0,639583,153216,481246,3273166,87411,160000,305940,747,5321,7509,4.1,0.005,5.24,23.4,17.0,4371,4.4,1.0,5.6,10,8,3.9
2733,156,250,University_Campus,3000000,673550.0,3820272,69.4,349006,1.9,1493889,243784,553703,3266568,13471,4000,47149,760,5426,7641,6.4,0.005,0.81,0.6,39.1,674,4.3,10.0,7.3,10,8,5.5
2733,156,1333,University_Campus,3000000,1085090.0,3823129,79.8,342096,3.2,1185669,224053,554252,3268878,21702,21328,75956,761,5426,7646,5.9,0.005,1.3,3.1,31.0,1085,4.3,7.8,6.7,10,8,5.2
2733,156,2416,University_Campus,3000000,1496630.0,3826525,88.3,306462,4.9,949459,196984,555029,3271497,29933,38656,104764,761,5426,7653,5.1,0.005,1.8,5.6,24.8,1497,4.3,5.1,6.4,10,8,5.0
2733,156,3500,University_Campus,3000000,1908550.0,3838031,93.8,268743,7.1,814430,169804,557930,3280100,38171,56000,133598,764,5426,7676,4.4,0.005,2.29,8.2,21.2,1909,4.3,3.5,6.2,10,8,4.8
2733,156,4583,University_Campus,3000000,2320090.0,3840144,95.6,220907,10.5,763628,163772,557217,3282928,46402,73328,162406,764,5426,7680,4.3,0.005,2.78,10.7,19.9,2320,4.3,2.4,6.0,10,8,4.6
2733,156,5666,University_Campus,3000000,2731630.0,3819767,95.9,166925,16.4,732722,163924,548431,3271336,54633,90656,191214,760,5426,7640,4.3,0.005,3.28,13.2,19.2,2732,4.3,1.5,5.9,10,8,4.4
2733,156,6750,University_Campus,3000000,3143550.0,3835874,96.7,115836,27.1,720133,165247,561374,3274500,62871,108000,220049,763,5426,7672,4.3,0.005,3.77,15.8,18.8,3144,4.3,1.0,5.8,10,8,4.2
2733,156,7833,University_Campus,3000000,3555090.0,3814345,96.7,60383,50.0,702178,162268,553816,3260528,71102,125328,248856,759,5426,7629,4.3,0.005,4.27,18.3,18.4,3555,4.3,1.0,5.7,10,8,3.9
2733,156,8916,University_Campus,3000000,3966630.0,3831422,97.3,8834,50.0,701265,160914,562555,3268867,79333,142656,277664,762,5426,7663,4.2,0.005,4.76,20.8,18.3,3967,4.3,1.0,5.6,10,8,3.7
2733,156,10000,University_Campus,3000000,4378550.0,3811132,97.5,-45353,50.0,680177,155842,548027,3263105,87571,160000,306499,758,5426,7622,4.1,0.005,5.25,23.4,17.8,4379,4.3,1.0,5.6,10,8,3.5
2733,178,250,University_Campus,3000000,681910.0,3917864,71.1,358632,1.9,1531138,250675,632286,3285578,13638,4000,47734,780,5536,7836,6.4,0.005,0.82,0.6,39.1,682,4.1,10.0,7.2,10,8,5.0
2733,178,1333,University_Campus,3000000,1093450.0,3899941,81.2,347739,3.1,1219052,227093,632257,3267684,21869,21328,76542,776,5536,7800,5.8,0.005,1.31,3.1,31.3,1093,4.1,8.1,6.7,10,8,4.8
2733,178,2416,University_Campus,3000000,1504990.0,3910399,89.8,313409,4.8,988624,196489,639322,3271077,30100,38656,105349,778,5536,7821,5.0,0.005,1.81,5.6,25.3,1505,4.1,5.2,6.4,10,8,4.6
2733,178,3500,University_Campus,3000000,1916910.0,3905033,95.0,274969,7.0,844576,170768,635856,3269177,38338,56000,134184,777,5536,7810,4.4,0.005,2.3,8.2,21.6,1917,4.1,3.6,6.1,10,8,4.4
2733,178,4583,University_Campus,3000000,2328450.0,3915615,95.8,223970,10.4,818975,179793,637152,3278463,46569,73328,162992,779,5536,7831,4.6,0.005,2.79,10.7,20.9,2328,4.1,2.4,6.0,10,8,4.2
2733,178,5666,University_Campus,3000000,2739990.0,3890881,96.5,170436,16.1,772350,179311,628447,3262434,54800,90656,191799,774,5536,7782,4.6,0.005,3.29,13.2,19.9,2740,4.1,1.6,5.9,10,8,3.9
2733,178,6750,University_Campus,3000000,3151910.0,3907394,97.2,119711,26.3,770942,174100,631214,3276179,63038,108000,220634,778,5536,7815,4.5,0.005,3.78,15.8,19.7,3152,4.1,1.0,5.8,10,8,3.7
2733,178,7833,University_Campus,3000000,3563450.0,3907558,97.5,66340,50.0,758713,174696,637102,3270455,71269,125328,249442,778,5536,7815,4.5,0.005,4.28,18.3,19.4,3563,4.1,1.0,5.7,10,8,3.5
2733,178,8916,University_Campus,3000000,3974990.0,3908182,97.8,12805,50.0,752870,174374,632812,3275370,79500,142656,278249,778,5536,7816,4.5,0.005,4.77,20.8,19.3,3975,4.1,1.0,5.6,10,8,3.3
2733,178,10000,University_Campus,3000000,4386910.0,3889407,97.7,-42539,50.0,737059,171072,626862,3262545,87738,160000,307084,774,5536,7779,4.4,0.005,5.26,23.4,19.0,4387,4.1,1.0,5.6,10,8,3.1
2733,200,250,University_Campus,3000000,690270.0,3968633,72.6,364779,1.9,1549758,239854,710781,3257852,13805,4000,48319,790,5646,7937,6.0,0.005,0.83,0.6,39.1,690,4.0,10.0,7.2,10,8,4.6
2733,200,1333,University_Campus,3000000,1101810.0,3994055,82.6,355128,3.1,1260133,237347,706398,3287657,22036,21328,77127,795,5646,7988,5.9,0.005,1.32,3.1,31.6,1102,4.0,8.1,6.7,10,8,4.4
2733,200,2416,University_Campus,3000000,1513350.0,3974453,90.7,318175,4.8,1023828,197009,709046,3265407,30267,38656,105935,791,5646,7949,5.0,0.005,1.82,5.6,25.8,1513,4.0,5.2,6.3,10,8,4.2
2733,200,3500,University_Campus,3000000,1925270.0,3962489,95.5,278332,6.9,879570,178319,707197,3255292,38505,56000,134769,789,5646,7925,4.5,0.005,2.31,8.2,22.2,1925,4.0,3.6,6.1,10,8,3.9
2733,200,4583,University_Campus,3000000,2336810.0,3994756,96.5,229204,10.2,869551,186558,713619,3281137,46736,73328,163577,795,5646,7990,4.7,0.005,2.8,10.7,21.8,2337,4.0,2.5,6.0,10,8,3.7
2733,200,5666,University_Campus,3000000,2748350.0,3989719,97.1,176709,15.6,851088,181155,706048,3283671,54967,90656,192385,794,5646,7979,4.5,0.005,3.3,13.2,21.3,2748,4.0,1.6,5.8,10,8,3.5
2733,200,6750,University_Campus,3000000,3160270.0,3987108,97.5,123328,25.6,829848,186088,713684,3273424,63205,108000,221219,793,5646,7974,4.7,0.005,3.79,15.8,20.8,3160,4.0,1.0,5.7,10,8,3.3
2733,200,7833,University_Campus,3000000,3571810.0,3985741,98.0,70520,50.0,816007,184010,712500,3273241,71436,125328,250027,793,5646,7971,4.6,0.005,4.29,18.3,20.5,3572,4.0,1.0,5.7,10,8,3.1
2733,200,8916,University_Campus,3000000,3983350.0,4002379,98.3,17923,50.0,819895,185778,712147,3290233,79667,142656,278834,796,5646,8005,4.6,0.005,4.78,20.8,20.5,3983,4.0,1.0,5.6,10,8,2.9
2733,200,10000,University_Campus,3000000,4395270.0,3975267,98.3,-37751,50.0,799114,181775,708984,3266283,87905,160000,307669,791,5646,7951,4.6,0.005,5.27,23.4,20.1,4395,4.0,1.0,5.6,10,8,2.6
3611,5,250,University_Campus,3000000,782990.0,4328936,60.2,331736,2.4,2054449,466296,17623,4311313,15660,4000,54809,861,6164,8658,10.8,0.005,0.94,0.6,47.5,783,7.6,10.0,7.8,10,8,8.0
3611,5,1333,University_Campus,3000000,1194530.0,4341717,70.9,328066,3.6,1749377,446172,17567,4324150,23891,21328,83617,864,6164,8683,10.3,0.005,1.43,3.1,40.3,1195,7.6,6.9,7.2,10,8,7.8
3611,5,2416,University_Campus,3000000,1606070.0,4341903,81.3,298863,5.4,1469280,399143,17806,4324097,32121,38656,112425,864,6164,8684,9.2,0.005,1.93,5.6,33.8,1606,7.6,4.6,6.8,10,8,7.6
3611,5,3500,University_Campus,3000000,2017990.0,4345683,90.1,263836,7.6,1249272,344014,17982,4327701,40360,56000,141259,865,6164,8691,7.9,0.005,2.42,8.2,28.7,2018,7.6,3.3,6.5,10,8,7.4
3611,5,4583,University_Campus,3000000,2429530.0,4363377,96.4,229070,10.6,1100222,310924,17785,4345592,48591,73328,170067,868,6164,8727,7.1,0.005,2.92,10.7,25.2,2430,7.6,2.4,6.3,10,8,7.2
3611,5,5666,University_Campus,3000000,2841070.0,4358862,98.5,183487,15.5,1040942,296960,17904,4340958,56821,90656,198875,867,6164,8718,6.8,0.005,3.41,13.2,23.9,2841,7.6,1.6,6.2,10,8,7.0
3611,5,6750,University_Campus,3000000,3252990.0,4347863,98.7,129676,25.1,1023428,294313,17845,4330018,65060,108000,227709,865,6164,8696,6.8,0.005,3.9,15.8,23.5,3253,7.6,1.0,6.0,10,8,6.7
3611,5,7833,University_Campus,3000000,3664530.0,4339252,99.1,76547,47.9,1009376,286924,17846,4321405,73291,125328,256517,864,6164,8679,6.6,0.005,4.4,18.3,23.3,3665,7.6,1.0,5.9,10,8,6.5
3611,5,8916,University_Campus,3000000,4076070.0,4323297,99.5,22759,50.0,985766,283731,17653,4305644,81521,142656,285325,860,6164,8647,6.6,0.005,4.89,20.8,22.8,4076,7.6,1.0,5.9,10,8,6.3
3611,5,10000,University_Campus,3000000,4487990.0,4343711,99.7,-29767,50.0,997149,283457,17880,4325831,89760,160000,314159,864,6164,8687,6.5,0.005,5.39,23.4,23.0,4488,7.6,1.0,5.8,10,8,6.1
3611,26,250,University_Campus,3000000,790970.0,4414238,61.8,339658,2.3,2089716,470260,93632,4320605,15819,4000,55368,878,6269,8828,10.7,0.005,0.95,0.6,47.3,791,6.0,10.0,7.7,10,8,7.6
3611,26,1333,University_Campus,3000000,1202510.0,4420212,72.3,334114,3.6,1773839,457566,92400,4327813,24050,21328,84176,880,6269,8840,10.4,0.005,1.44,3.1,40.1,1203,6.0,6.9,7.1,10,8,7.4
3611,26,2416,University_Campus,3000000,1614050.0,4424367,82.6,305125,5.3,1510008,400873,92757,4331610,32281,38656,112984,880,6269,8849,9.1,0.005,1.94,5.6,34.1,1614,6.0,4.7,6.8,10,8,7.2
3611,26,3500,University_Campus,3000000,2025970.0,4422868,91.3,269894,7.5,1280404,353718,92365,4330503,40519,56000,141818,880,6269,8846,8.0,0.005,2.43,8.2,28.9,2026,6.0,3.3,6.5,10,8,7.0
3611,26,4583,University_Campus,3000000,2437510.0,4419283,97.2,234034,10.4,1133782,310292,92629,4326654,48750,73328,170626,879,6269,8839,7.0,0.005,2.93,10.7,25.7,2438,6.0,2.4,6.3,10,8,6.8
3611,26,5666,University_Campus,3000000,2849050.0,4423716,98.8,186694,15.3,1089458,306587,91669,4332047,56981,90656,199434,880,6269,8847,6.9,0.005,3.42,13.2,24.6,2849,6.0,1.6,6.2,10,8,6.5
3611,26,6750,University_Campus,3000000,3260970.0,4423778,99.1,133426,24.4,1076988,307119,92063,4331715,65219,108000,228268,880,6269,8848,6.9,0.005,3.91,15.8,24.3,3261,6.0,1.0,6.0,10,8,6.3
3611,26,7833,University_Campus,3000000,3672510.0,4430072,99.5,80294,45.7,1068686,311489,91957,4338115,73450,125328,257076,882,6269,8860,7.0,0.005,4.41,18.3,24.1,3673,6.0,1.0,5.9,10,8,6.1
3611,26,8916,University_Campus,3000000,4084050.0,4432372,99.7,26948,50.0,1064820,309625,92275,4340098,81681,142656,285884,882,6269,8865,7.0,0.005,4.9,20.8,24.0,4084,6.0,1.0,5.9,10,8,5.9
3611,26,10000,University_Campus,3000000,4495970.0,4398707,99.7,-28496,50.0,1040129,299814,92577,4306129,89919,160000,314718,875,6269,8797,6.8,0.005,5.4,23.4,23.6,4496,6.0,1.0,5.8,10,8,5.7
3611,48,250,University_Campus,3000000,799330.0,4485560,63.3,347129,2.3,2113769,470872,168783,4316776,15987,4000,55953,893,6379,8971,10.5,0.005,0.96,0.6,47.1,799,5.4,10.0,7.7,10,8,7.2
3611,48,1333,University_Campus,3000000,1210870.0,4480412,73.8,340374,3.6,1799616,447737,170904,4309509,24217,21328,84761,892,6379,8961,10.0,0.005,1.45,3.1,40.2,1211,5.4,6.9,7.1,10,8,7.0
3611,48,2416,University_Campus,3000000,1622410.0,4495022,84.0,311011,5.2,1536121,402991,170937,4324086,32448,38656,113569,895,6379,8990,9.0,0.005,1.95,5.6,34.2,1622,5.4,4.8,6.7,10,8,6.8
3611,48,3500,University_Campus,3000000,2034330.0,4501072,92.4,275585,7.4,1326559,353569,170706,4330366,40687,56000,142403,896,6379,9002,7.9,0.005,2.44,8.2,29.5,2034,5.4,3.4,6.5,10,8,6.5
3611,48,4583,University_Campus,3000000,2445870.0,4496754,98.1,239730,10.2,1167329,327299,171076,4325678,48917,73328,171211,895,6379,8994,7.3,0.005,2.94,10.7,26.0,2446,5.4,2.5,6.3,10,8,6.3
3611,48,5666,University_Campus,3000000,2857410.0,4493102,98.9,189390,15.1,1145161,318594,171306,4321796,57148,90656,200019,894,6379,8986,7.1,0.005,3.43,13.2,25.5,2857,5.4,1.7,6.1,10,8,6.1
3611,48,6750,University_Campus,3000000,3269330.0,4505261,99.3,136422,24.0,1135337,326683,171835,4333426,65387,108000,228853,897,6379,9011,7.3,0.005,3.92,15.8,25.2,3269,5.4,1.0,6.0,10,8,5.9
3611,48,7833,University_Campus,3000000,3680870.0,4508215,99.6,83595,44.0,1135841,320593,171566,4336649,73617,125328,257661,897,6379,9016,7.1,0.005,4.42,18.3,25.2,3681,5.4,1.0,5.9,10,8,5.7
3611,48,8916,University_Campus,3000000,4092410.0,4488585,99.6,28575,50.0,1117759,317507,169417,4319168,81848,142656,286469,893,6379,8977,7.1,0.005,4.91,20.8,24.9,4092,5.4,1.0,5.8,10,8,5.5
3611,48,10000,University_Campus,3000000,4504330.0,4503213,99.8,-24535,50.0,1120336,321833,171296,4331917,90087,160000,315303,896,6379,9006,7.1,0.005,5.41,23.4,24.9,4504,5.4,1.0,5.8,10,8,5.2
3611,70,250,University_Campus,3000000,807690.0,4581127,65.1,356278,2.3,2151785,476247,249925,4331202,16154,4000,56538,912,6489,9162,10.4,0.005,0.97,0.6,47.0,808,5.1,10.0,7.6,10,8,6.7
3611,70,1333,University_Campus,3000000,1219230.0,4578123,75.5,348877,3.5,1845395,450287,247514,4330608,24385,21328,85346,911,6489,9156,9.8,0.005,1.46,3.1,40.3,1219,5.1,7.1,7.1,10,8,6.5
3611,70,2416,University_Campus,3000000,1630770.0,4561779,85.2,315621,5.2,1562422,406541,249416,4312364,32615,38656,114154,908,6489,9124,8.9,0.005,1.96,5.6,34.3,1631,5.1,4.8,6.7,10,8,6.3
3611,70,3500,University_Campus,3000000,2042690.0,4585060,93.4,280753,7.3,1374027,361460,248396,4336665,40854,56000,142988,912,6489,9170,7.9,0.005,2.45,8.2,30.0,2043,5.1,3.4,6.5,10,8,6.1
3611,70,4583,University_Campus,3000000,2454230.0,4560412,98.5,243952,10.1,1217909,329707,251064,4309347,49085,73328,171796,908,6489,9121,7.2,0.005,2.95,10.7,26.7,2454,5.1,2.5,6.3,10,8,5.9
3611,70,5666,University_Campus,3000000,2865770.0,4560119,99.2,192621,14.9,1194629,327544,250334,4309784,57315,90656,200604,907,6489,9120,7.2,0.005,3.44,13.2,26.2,2866,5.1,1.7,6.1,10,8,5.7
3611,70,6750,University_Campus,3000000,3277690.0,4581865,99.5,140161,23.4,1205283,329974,249230,4332635,65554,108000,229438,912,6489,9164,7.2,0.005,3.93,15.8,26.3,3278,5.1,1.1,6.0,10,8,5.4
3611,70,7833,University_Campus,3000000,3689230.0,4551520,99.7,85128,43.3,1169199,328884,248987,4302534,73785,125328,258246,906,6489,9103,7.2,0.005,4.43,18.3,25.7,3689,5.1,1.0,5.9,10,8,5.2
3611,70,8916,University_Campus,3000000,4100770.0,4558998,99.8,31182,50.0,1170069,331472,249907,4309091,82015,142656,287054,907,6489,9118,7.3,0.005,4.92,20.8,25.7,4101,5.1,1.0,5.8,10,8,5.0
3611,70,10000,University_Campus,3000000,4512690.0,4607551,99.9,-21485,50.0,1189750,356907,253873,4353678,90254,160000,315888,917,6489,9215,7.7,0.005,5.42,23.4,25.8,4513,5.1,1.0,5.8,10,8,4.8
3611,91,250,University_Campus,3000000,815670.0,4666808,66.5,363390,2.2,2192069,479820,324015,4342793,16313,4000,57097,929,6594,9334,10.3,0.005,0.98,0.6,47.0,816,4.8,10.0,7.6,10,8,6.3
3611,91,1333,University_Campus,3000000,1227210.0,4624760,76.9,354305,3.5,1855756,444452,318303,4306457,24544,21328,85905,920,6594,9250,9.6,0.005,1.47,3.1,40.1,1227,4.8,7.1,7.0,10,8,6.1
3611,91,2416,University_Campus,3000000,1638750.0,4652337,86.6,322627,5.1,1617105,403760,326539,4325798,32775,38656,114713,926,6594,9305,8.7,0.005,1.97,5.6,34.8,1639,4.8,4.9,6.7,10,8,5.9
3611,91,3500,University_Campus,3000000,2050670.0,4642073,94.5,285847,7.2,1392940,366832,326606,4315467,41013,56000,143547,924,6594,9284,7.9,0.005,2.46,8.2,30.0,2051,4.8,3.5,6.4,10,8,5.7
3611,91,4583,University_Campus,3000000,2462210.0,4640973,98.9,248053,9.9,1274535,341186,323568,4317405,49244,73328,172355,924,6594,9282,7.4,0.005,2.95,10.7,27.5,2462,4.8,2.5,6.2,10,8,5.5
3611,91,5666,University_Campus,3000000,2873750.0,4664205,99.4,197157,14.6,1282489,342044,329184,4335021,57475,90656,201163,928,6594,9328,7.3,0.005,3.45,13.2,27.5,2874,4.8,1.7,6.1,10,8,5.2
3611,91,6750,University_Campus,3000000,3285670.0,4656595,99.6,142503,23.1,1253187,355261,326784,4329811,65713,108000,229997,927,6594,9313,7.6,0.005,3.94,15.8,26.9,3286,4.8,1.1,6.0,10,8,5.0
3611,91,7833,University_Campus,3000000,3697210.0,4629179,99.7,87572,42.2,1232943,345709,324623,4304556,73944,125328,258805,921,6594,9258,7.5,0.005,4.44,18.3,26.6,3697,4.8,1.0,5.9,10,8,4.8
3611,91,8916,University_Campus,3000000,4108750.0,4645629,99.9,34822,50.0,1241862,345475,322164,4323465,82175,142656,287612,924,6594,9291,7.4,0.005,4.93,20.8,26.7,4109,4.8,1.0,5.8,10,8,4.6
3611,91,10000,University_Campus,3000000,4520670.0,4648353,99.9,-19686,50.0,1238546,350391,322972,4325380,90413,160000,316447,925,6594,9297,7.5,0.005,5.42,23.4,26.6,4521,4.8,1.0,5.8,10,8,4.4
3611,113,250,University_Campus,3000000,824030.0,4712298,68.0,369613,2.2,2206651,465995,403596,4308703,16481,4000,57682,938,6704,9425,9.9,0.005,0.99,0.6,46.8,824,4.6,10.0,7.5,10,8,5.9
3611,113,1333,University_Campus,3000000,1235570.0,4716028,78.6,362438,3.4,1897385,443400,403167,4312862,24711,21328,86490,938,6704,9432,9.4,0.005,1.48,3.1,40.2,1236,4.6,7.4,7.0,10,8,5.7
3611,113,2416,University_Campus,3000000,1647110.0,4728751,87.9,328591,5.0,1643185,412866,401083,4327668,32942,38656,115298,941,6704,9458,8.7,0.005,1.98,5.6,34.7,1647,4.6,5.0,6.7,10,8,5.5
3611,113,3500,University_Campus,3000000,2059030.0,4722286,95.4,292132,7.0,1441569,372097,401418,4320868,41181,56000,144132,940,6704,9445,7.9,0.005,2.47,8.2,30.5,2059,4.6,3.6,6.4,10,8,5.2
3611,113,4583,University_Campus,3000000,2470570.0,4711088,99.0,251118,9.8,1332619,352820,404072,4307016,49411,73328,172940,938,6704,9422,7.5,0.005,2.96,10.7,28.3,2471,4.6,2.6,6.2,10,8,5.0
3611,113,5666,University_Campus,3000000,2882110.0,4740725,99.6,200036,14.4,1337640,359485,403129,4337597,57642,90656,201748,943,6704,9481,7.6,0.005,3.46,13.2,28.2,2882,4.6,1.7,6.1,10,8,4.8
3611,113,6750,University_Campus,3000000,3294030.0,4735706,99.7,145928,22.6,1333068,355632,402333,4333373,65881,108000,230582,942,6704,9471,7.5,0.005,3.95,15.8,28.1,3294,4.6,1.1,6.0,10,8,4.6
3611,113,7833,University_Campus,3000000,3705570.0,4710761,99.9,91523,40.5,1307464,348767,401814,4308947,74111,125328,259390,937,6704,9422,7.4,0.005,4.45,18.3,27.8,3706,4.6,1.0,5.9,10,8,4.4
3611,113,8916,University_Campus,3000000,4117110.0,4726162,99.9,37362,50.0,1310311,360067,399322,4326840,82342,142656,288198,941,6704,9452,7.6,0.005,4.94,20.8,27.7,4117,4.6,1.0,5.8,10,8,4.2
3611,113,10000,University_Campus,3000000,4529030.0,4734761,99.9,-16538,50.0,1316824,360875,399733,4335028,90581,160000,317032,942,6704,9470,7.6,0.005,5.43,23.4,27.8,4529,4.6,1.0,5.8,10,8,3.9
3611,135,250,University_Campus,3000000,832390.0,4796296,69.5,377574,2.2,2239905,468958,480528,4315768,16648,4000,58267,954,6814,9593,9.8,0.005,1.0,0.6,46.7,832,4.4,10.0,7.5,10,8,5.4
3611,135,1333,University_Campus,3000000,1243930.0,4789579,79.9,368197,3.4,1926601,447903,477638,4311942,24879,21328,87075,953,6814,9579,9.4,0.005,1.49,3.1,40.2,1244,4.4,7.4,7.0,10,8,5.2
3611,135,2416,University_Campus,3000000,1655470.0,4828267,89.2,335112,4.9,1688001,429878,484492,4343775,33109,38656,115883,961,6814,9657,8.9,0.005,1.99,5.6,35.0,1655,4.4,5.1,6.6,10,8,5.0
3611,135,3500,University_Campus,3000000,2067390.0,4788757,96.3,297747,6.9,1479856,373795,479541,4309216,41348,56000,144717,953,6814,9578,7.8,0.005,2.48,8.2,30.9,2067,4.4,3.6,6.4,10,8,4.8
3611,135,4583,University_Campus,3000000,2478930.0,4829422,99.5,256753,9.7,1412791,378607,480097,4349325,49579,73328,173525,961,6814,9659,7.8,0.005,2.97,10.7,29.3,2479,4.4,2.6,6.2,10,8,4.6
3611,135,5666,University_Campus,3000000,2890470.0,4822841,99.8,203552,14.2,1399284,375666,484393,4338449,57809,90656,202333,960,6814,9646,7.8,0.005,3.47,13.2,29.0,2890,4.4,1.8,6.1,10,8,4.4
3611,135,6750,University_Campus,3000000,3302390.0,4804858,99.8,148823,22.2,1386418,368308,481034,4323824,66048,108000,231167,956,6814,9610,7.7,0.005,3.96,15.8,28.9,3302,4.4,1.1,6.0,10,8,4.1
3611,135,7833,University_Campus,3000000,3713930.0,4826280,99.9,95472,38.9,1395865,376475,475262,4351017,74279,125328,259975,960,6814,9653,7.8,0.005,4.46,18.3,28.9,3714,4.4,1.0,5.9,10,8,3.9
3611,135,8916,University_Campus,3000000,4125470.0,4805379,99.9,40123,50.0,1376629,375132,485378,4320001,82509,142656,288783,956,6814,9611,7.8,0.005,4.95,20.8,28.6,4125,4.4,1.0,5.8,10,8,3.7
3611,135,10000,University_Campus,3000000,4537390.0,4800986,99.9,-14024,50.0,1378912,366596,482155,4318830,90748,160000,317617,955,6814,9602,7.6,0.005,5.44,23.4,28.7,4537,4.4,1.0,5.7,10,8,3.5
3611,156,250,University_Campus,3000000,840370.0,4872920,71.0,384980,2.2,2270650,470835,555362,4317558,16807,4000,58826,970,6919,9746,9.7,0.005,1.01,0.6,46.6,840,4.3,10.0,7.4,10,8,5.0
3611,156,1333,University_Campus,3000000,1251910.0,4891591,81.4,376094,3.3,1975200,455698,555866,4335725,25038,21328,87634,973,6919,9783,9.3,0.005,1.5,3.1,40.4,1252,4.3,7.6,6.9,10,8,4.8
3611,156,2416,University_Campus,3000000,1663450.0,4872522,90.4,340132,4.9,1714480,413206,558273,4314249,33269,38656,116442,970,6919,9745,8.5,0.005,2.0,5.6,35.2,1663,4.3,5.1,6.6,10,8,4.6
3611,156,3500,University_Campus,3000000,2075370.0,4882392,97.1,304126,6.8,1538081,385104,553671,4328721,41507,56000,145276,972,6919,9765,7.9,0.005,2.49,8.2,31.5,2075,4.3,3.7,6.4,10,8,4.4
3611,156,4583,University_Campus,3000000,2486910.0,4898833,99.6,259556,9.6,1475673,385458,556026,4342807,49738,73328,174084,975,6919,9798,7.9,0.005,2.98,10.7,30.1,2487,4.3,2.6,6.2,10,8,4.2
3611,156,5666,University_Campus,3000000,2898450.0,4894615,99.7,205707,14.1,1464574,386616,554189,4340426,57969,90656,202892,974,6919,9789,7.9,0.005,3.48,13.2,29.9,2898,4.3,1.8,6.1,10,8,3.9
3611,156,6750,University_Campus,3000000,3310370.0,4867173,99.9,151121,21.9,1435608,380995,561650,4305523,66207,108000,231726,969,6919,9734,7.8,0.005,3.97,15.8,29.5,3310,4.3,1.1,6.0,10,8,3.7
3611,156,7833,University_Campus,3000000,3721910.0,4883381,99.9,97374,38.2,1452608,381191,557630,4325751,74438,125328,260534,972,6919,9767,7.8,0.005,4.47,18.3,29.7,3722,4.3,1.0,5.9,10,8,3.5
3611,156,8916,University_Campus,3000000,4133450.0,4891766,100.0,43781,50.0,1456218,381961,556863,4334903,82669,142656,289342,973,6919,9784,7.8,0.005,4.96,20.8,29.8,4133,4.3,1.0,5.8,10,8,3.3
3611,156,10000,University_Campus,3000000,4545370.0,4879471,100.0,-11560,50.0,1440630,385129,559777,4319695,90907,160000,318176,971,6919,9759,7.9,0.005,5.45,23.4,29.5,4545,4.3,1.0,5.7,10,8,3.1
3611,178,250,University_Campus,3000000,848730.0,4978338,72.7,394596,2.2,2324390,471251,637706,4340632,16975,4000,59411,991,7029,9957,9.5,0.005,1.02,0.6,46.7,849,4.1,10.0,7.4,10,8,4.6
3611,178,1333,University_Campus,3000000,1260270.0,4959454,82.8,381685,3.3,1997463,459331,637861,4321593,25205,21328,88219,987,7029,9919,9.3,0.005,1.51,3.1,40.3,1260,4.1,7.6,6.9,10,8,4.4
3611,178,2416,University_Campus,3000000,1671810.0,4963305,91.4,345868,4.8,1765585,423094,633317,4329987,33436,38656,117027,988,7029,9927,8.5,0.005,2.01,5.6,35.6,1672,4.1,5.2,6.6,10,8,4.2
3611,178,3500,University_Campus,3000000,2083730.0,4960275,97.6,308690,6.8,1597640,391193,630118,4330157,41675,56000,145861,987,7029,9921,7.9,0.005,2.5,8.2,32.2,2084,4.1,3.7,6.4,10,8,3.9
3611,178,4583,University_Campus,3000000,2495270.0,4939916,99.7,261738,9.5,1511176,387467,630063,4309853,49905,73328,174669,983,7029,9880,7.8,0.005,2.99,10.7,30.6,2495,4.1,2.6,6.2,10,8,3.7
