num_solar_panels,num_wind_turbines,battery_kwh,scenario_name,annual_demand_kwh,total_cost,annual_kwh_generated,self_sufficiency_pct,annual_savings_eur,payback_period_years,annual_kwh_exported,annual_kwh_curtailed,wind_generation_kwh,solar_generation_kwh,annual_maintenance_cost_eur,annual_amortized_battery_replacement_cost_eur,annual_financing_cost_eur,env_co2_reduction_tons_yr,env_land_use_sqm,env_water_savings_m3_yr,env_waste_factor_pct,env_degradation_rate,soc_local_jobs_fte,soc_energy_resilience_hrs,soc_grid_strain_reduction_pct,soc_community_investment_eur,soc_noise_level_impact_score,gov_payback_plausibility_score,gov_supply_chain_transparency_score,gov_regulatory_compliance_score,gov_stakeholder_reporting_score,gov_operational_risk_score
100,48,3500,Small_Office,250000,1367240.0,290596,95.3,-138611,50.0,51873,726,170837,119760,27345,56000,95707,58,410,581,0.2,0.005,1.64,98.1,17.9,1367,5.4,1.0,5.0,10,8,8.3
100,48,4583,Small_Office,250000,1778780.0,290955,96.2,-192614,50.0,50028,715,170817,120138,35576,73328,124515,58,410,582,0.2,0.005,2.13,128.5,17.2,1779,5.4,1.0,5.0,10,8,8.1
100,48,5666,Small_Office,250000,2190320.0,288745,96.0,-247109,50.0,48700,621,169212,119533,43806,90656,153322,57,410,577,0.2,0.005,2.63,158.8,16.9,2190,5.4,1.0,5.0,10,8,7.9
100,48,6750,Small_Office,250000,2602240.0,291770,96.6,-301176,50.0,50370,808,171863,119907,52045,108000,182157,58,410,584,0.3,0.005,3.12,189.2,17.3,2602,5.4,1.0,5.0,10,8,7.6
100,48,7833,Small_Office,250000,3013780.0,288922,96.8,-355601,50.0,47376,741,169353,119569,60276,125328,210965,57,410,578,0.3,0.005,3.62,219.6,16.4,3014,5.4,1.0,5.0,10,8,7.4
100,48,8916,Small_Office,250000,3425320.0,290736,98.0,-409469,50.0,46487,783,171046,119690,68506,142656,239772,58,410,581,0.3,0.005,4.11,249.9,16.0,3425,5.4,1.0,5.0,10,8,7.2
100,48,10000,Small_Office,250000,3837240.0,293333,97.9,-463809,50.0,48561,697,173641,119692,76745,160000,268607,58,410,587,0.2,0.005,4.6,280.3,16.6,3837,5.4,1.0,5.0,10,8,7.0
100,70,250,Small_Office,250000,140600.0,365547,97.9,28391,5.0,119679,686,245741,119806,2812,4000,9842,73,520,731,0.2,0.005,0.17,7.0,32.7,141,5.1,5.0,5.0,10,8,8.5
100,70,1333,Small_Office,250000,552140.0,368072,99.7,-25194,50.0,117380,836,248106,119966,11043,21328,38650,73,520,736,0.2,0.005,0.66,37.4,31.9,552,5.1,1.0,5.0,10,8,8.3
100,70,2416,Small_Office,250000,963680.0,367346,99.7,-79620,50.0,116206,863,247464,119882,19274,38656,67458,73,520,735,0.2,0.005,1.16,67.7,31.6,964,5.1,1.0,5.0,10,8,8.1
100,70,3500,Small_Office,250000,1375600.0,372807,100.0,-133672,50.0,120124,958,252662,120145,27512,56000,96292,74,520,746,0.3,0.005,1.65,98.1,32.2,1376,5.1,1.0,5.0,10,8,7.8
100,70,4583,Small_Office,250000,1787140.0,369910,100.0,-188206,50.0,116769,870,249950,119959,35743,73328,125100,74,520,740,0.2,0.005,2.14,128.5,31.6,1787,5.1,1.0,5.0,10,8,7.6
100,70,5666,Small_Office,250000,2198680.0,368005,100.0,-242702,50.0,114184,855,248735,119270,43974,90656,153908,73,520,736,0.2,0.005,2.64,158.8,31.0,2199,5.1,1.0,5.0,10,8,7.4
100,70,6750,Small_Office,250000,2610600.0,367078,100.0,-297193,50.0,112706,909,247353,119726,52212,108000,182742,73,520,734,0.2,0.005,3.13,189.2,30.7,2611,5.1,1.0,5.0,10,8,7.2
100,70,7833,Small_Office,250000,3022140.0,368967,100.0,-351484,50.0,114223,926,248106,120861,60443,125328,211550,73,520,738,0.3,0.005,3.63,219.6,31.0,3022,5.1,1.0,5.0,10,8,7.0
100,70,8916,Small_Office,250000,3433680.0,368867,100.0,-405889,50.0,113444,911,248987,119880,68674,142656,240358,73,520,738,0.2,0.005,4.12,249.9,30.8,3434,5.1,1.0,5.0,10,8,6.8
100,70,10000,Small_Office,250000,3845600.0,370579,100.0,-460249,50.0,114579,859,250710,119868,76912,160000,269192,74,520,741,0.2,0.005,4.61,280.3,30.9,3846,5.1,1.0,5.0,10,8,6.6
100,91,250,Small_Office,250000,148580.0,445422,99.8,32385,4.6,194446,1054,325570,119852,2972,4000,10401,89,625,891,0.2,0.005,0.18,7.0,43.7,149,4.8,5.4,4.9,10,8,8.1
100,91,1333,Small_Office,250000,560120.0,438927,100.0,-22256,50.0,187138,865,319173,119754,11202,21328,39208,87,625,878,0.2,0.005,0.67,37.4,42.6,560,4.8,1.0,5.0,10,8,7.9
100,91,2416,Small_Office,250000,971660.0,440674,100.0,-76576,50.0,188075,1005,321431,119243,19433,38656,68016,88,625,881,0.2,0.005,1.17,67.7,42.7,972,4.8,1.0,5.0,10,8,7.6
100,91,3500,Small_Office,250000,1383580.0,442855,100.0,-130905,50.0,189824,883,323411,119444,27672,56000,96851,88,625,886,0.2,0.005,1.66,98.1,42.9,1384,4.8,1.0,5.0,10,8,7.4
100,91,4583,Small_Office,250000,1795120.0,445040,100.0,-185198,50.0,191305,1033,325079,119961,35902,73328,125658,89,625,890,0.2,0.005,2.15,128.5,43.0,1795,4.8,1.0,5.0,10,8,7.2
100,91,5666,Small_Office,250000,2206660.0,443116,100.0,-239680,50.0,188994,853,323280,119836,44133,90656,154466,88,625,886,0.2,0.005,2.65,158.8,42.7,2207,4.8,1.0,5.0,10,8,7.0
100,91,6750,Small_Office,250000,2618580.0,446475,100.0,-293973,50.0,191461,1163,326468,120007,52372,108000,183301,89,625,893,0.3,0.005,3.14,189.2,42.9,2619,4.8,1.0,5.0,10,8,6.8
100,91,7833,Small_Office,250000,3030120.0,445630,100.0,-348398,50.0,190305,904,325813,119817,60602,125328,212108,89,625,891,0.2,0.005,3.64,219.6,42.7,3030,4.8,1.0,5.0,10,8,6.6
100,91,8916,Small_Office,250000,3441660.0,440580,100.0,-403049,50.0,184601,952,320584,119997,68833,142656,240916,88,625,881,0.2,0.005,4.13,249.9,41.9,3442,4.8,1.0,5.0,10,8,6.3
100,91,10000,Small_Office,250000,3853580.0,443057,100.0,-457370,50.0,186527,962,322933,120124,77072,160000,269751,88,625,886,0.2,0.005,4.62,280.3,42.1,3854,4.8,1.0,5.0,10,8,6.1
100,113,250,Small_Office,250000,156940.0,525792,100.0,35721,4.4,274383,1120,406082,119710,3139,4000,10986,105,735,1052,0.2,0.005,0.19,7.0,52.2,157,4.6,5.7,4.7,10,8,7.6
100,113,1333,Small_Office,250000,568480.0,513260,100.0,-19285,50.0,261604,821,393920,119340,11370,21328,39794,102,735,1027,0.2,0.005,0.68,37.4,51.0,568,4.6,1.0,4.9,10,8,7.4
100,113,2416,Small_Office,250000,980020.0,519740,100.0,-73354,50.0,267558,743,400272,119468,19600,38656,68601,103,735,1039,0.1,0.005,1.18,67.7,51.5,980,4.6,1.0,4.9,10,8,7.2
100,113,3500,Small_Office,250000,1391940.0,521558,100.0,-127722,50.0,268540,1061,401556,120002,27839,56000,97436,104,735,1043,0.2,0.005,1.67,98.1,51.5,1392,4.6,1.0,5.0,10,8,7.0
100,113,4583,Small_Office,250000,1803480.0,518714,100.0,-182263,50.0,265045,1097,398512,120202,36070,73328,126244,103,735,1037,0.2,0.005,2.16,128.5,51.1,1803,4.6,1.0,5.0,10,8,6.8
100,113,5666,Small_Office,250000,2215020.0,516622,100.0,-236754,50.0,262566,911,396300,120322,44300,90656,155051,103,735,1033,0.2,0.005,2.66,158.8,50.8,2215,4.6,1.0,5.0,10,8,6.6
100,113,6750,Small_Office,250000,2626940.0,514445,100.0,-291314,50.0,259690,1034,394912,119533,52539,108000,183886,102,735,1029,0.2,0.005,3.15,189.2,50.5,2627,4.6,1.0,5.0,10,8,6.3
100,113,7833,Small_Office,250000,3038480.0,522228,100.0,-345321,50.0,266881,1121,402107,120121,60770,125328,212694,104,735,1044,0.2,0.005,3.65,219.6,51.1,3038,4.6,1.0,5.0,10,8,6.1
100,113,8916,Small_Office,250000,3450020.0,520468,100.0,-399804,50.0,264554,1070,401009,119459,69000,142656,241501,104,735,1041,0.2,0.005,4.14,249.9,50.8,3450,4.6,1.0,5.0,10,8,5.9
100,113,10000,Small_Office,250000,3861940.0,523144,100.0,-454114,50.0,266688,1026,403338,119806,77239,160000,270336,104,735,1046,0.2,0.005,4.63,280.3,51.0,3862,4.6,1.0,5.0,10,8,5.7
100,135,250,Small_Office,250000,165300.0,607446,100.0,39033,4.2,355690,1579,487722,119724,3306,4000,11571,121,845,1215,0.3,0.005,0.2,7.0,58.6,165,4.4,6.0,4.6,10,8,7.2
100,135,1333,Small_Office,250000,576840.0,604833,100.0,-15488,50.0,352600,1491,484868,119965,11537,21328,40379,120,845,1210,0.2,0.005,0.69,37.4,58.3,577,4.4,1.0,4.9,10,8,7.0
100,135,2416,Small_Office,250000,988380.0,597665,100.0,-70228,50.0,345118,1240,478241,119424,19768,38656,69187,119,845,1195,0.2,0.005,1.19,67.7,57.7,988,4.4,1.0,4.9,10,8,6.8
100,135,3500,Small_Office,250000,1400300.0,597167,100.0,-124696,50.0,344104,1172,477458,119710,28006,56000,98021,119,845,1194,0.2,0.005,1.68,98.1,57.6,1400,4.4,1.0,4.9,10,8,6.6
100,135,4583,Small_Office,250000,1811840.0,596972,100.0,-179098,50.0,343389,1125,478163,118809,36237,73328,126829,119,845,1194,0.2,0.005,2.17,128.5,57.5,1812,4.4,1.0,5.0,10,8,6.3
100,135,5666,Small_Office,250000,2223380.0,598783,100.0,-233401,50.0,344658,1093,478761,120022,44468,90656,155637,119,845,1198,0.2,0.005,2.67,158.8,57.6,2223,4.4,1.0,5.0,10,8,6.1
100,135,6750,Small_Office,250000,2635300.0,603922,100.0,-287596,50.0,349099,1218,484041,119881,52706,108000,184471,120,845,1208,0.2,0.005,3.16,189.2,57.8,2635,4.4,1.0,5.0,10,8,5.9
100,135,7833,Small_Office,250000,3046840.0,605381,100.0,-341928,50.0,349787,1423,485671,119710,60937,125328,213279,120,845,1211,0.2,0.005,3.66,219.6,57.8,3047,4.4,1.0,5.0,10,8,5.7
100,135,8916,Small_Office,250000,3458380.0,597567,100.0,-396700,50.0,341683,1138,478284,119283,69168,142656,242087,119,845,1195,0.2,0.005,4.15,249.9,57.2,3458,4.4,1.0,5.0,10,8,5.5
100,135,10000,Small_Office,250000,3870300.0,598698,100.0,-451088,50.0,342253,1124,478648,120050,77406,160000,270921,119,845,1197,0.2,0.005,4.64,280.3,57.2,3870,4.4,1.0,5.0,10,8,5.2
100,156,250,Small_Office,250000,173280.0,669402,100.0,41431,4.2,417998,1263,549799,119603,3466,4000,12130,133,950,1339,0.2,0.005,0.21,7.0,62.4,173,4.3,6.0,4.5,10,8,6.8
100,156,1333,Small_Office,250000,584820.0,673289,100.0,-12787,50.0,420980,1596,553249,120039,11696,21328,40937,134,950,1347,0.2,0.005,0.7,37.4,62.5,585,4.3,1.0,4.8,10,8,6.6
100,156,2416,Small_Office,250000,996360.0,676797,100.0,-67000,50.0,424054,1462,557633,119165,19927,38656,69745,135,950,1354,0.2,0.005,1.2,67.7,62.7,996,4.3,1.0,4.9,10,8,6.3
100,156,3500,Small_Office,250000,1408280.0,665895,100.0,-121966,50.0,413066,974,546181,119713,28166,56000,98580,133,950,1332,0.1,0.005,1.69,98.1,62.0,1408,4.3,1.0,4.9,10,8,6.1
100,156,4583,Small_Office,250000,1819820.0,676410,100.0,-175867,50.0,422370,1614,557089,119321,36396,73328,127387,135,950,1353,0.2,0.005,2.18,128.5,62.4,1820,4.3,1.0,4.9,10,8,5.9
100,156,5666,Small_Office,250000,2231360.0,674651,100.0,-230349,50.0,420059,1597,554774,119877,44627,90656,156195,134,950,1349,0.2,0.005,2.68,158.8,62.3,2231,4.3,1.0,4.9,10,8,5.7
100,156,6750,Small_Office,250000,2643280.0,677413,100.0,-284652,50.0,422346,1504,557241,120173,52866,108000,185030,135,950,1355,0.2,0.005,3.17,189.2,62.3,2643,4.3,1.0,5.0,10,8,5.5
100,156,7833,Small_Office,250000,3054820.0,681257,100.0,-338852,50.0,425670,1448,561479,119778,61096,125328,213837,136,950,1363,0.2,0.005,3.67,219.6,62.5,3055,4.3,1.0,5.0,10,8,5.3
100,156,8916,Small_Office,250000,3466360.0,672833,100.0,-393668,50.0,416684,1443,553240,119593,69327,142656,242645,134,950,1346,0.2,0.005,4.16,249.9,61.9,3466,4.3,1.0,5.0,10,8,5.0
100,156,10000,Small_Office,250000,3878280.0,679249,100.0,-447807,50.0,422237,1734,559554,119695,77566,160000,271480,135,950,1358,0.3,0.005,4.65,280.3,62.2,3878,4.3,1.0,5.0,10,8,4.8
100,178,250,Small_Office,250000,181640.0,754144,100.0,44878,4.0,502000,2012,634123,120022,3633,4000,12715,150,1060,1508,0.3,0.005,0.22,7.0,66.6,182,4.1,6.2,4.4,10,8,6.3
100,178,1333,Small_Office,250000,593180.0,749180,100.0,-9739,50.0,496991,1484,629317,119863,11864,21328,41523,149,1060,1498,0.2,0.005,0.71,37.4,66.3,593,4.1,1.0,4.8,10,8,6.1
100,178,2416,Small_Office,250000,1004720.0,751683,100.0,-64005,50.0,498989,1418,632375,119309,20094,38656,70330,150,1060,1503,0.2,0.005,1.21,67.7,66.4,1005,4.1,1.0,4.9,10,8,5.9
100,178,3500,Small_Office,250000,1416640.0,752738,100.0,-118416,50.0,499109,1783,632974,119765,28333,56000,99165,150,1060,1505,0.2,0.005,1.7,98.1,66.3,1417,4.1,1.0,4.9,10,8,5.7
100,178,4583,Small_Office,250000,1828180.0,749034,100.0,-172984,50.0,495086,1531,628996,120038,36564,73328,127973,149,1060,1498,0.2,0.005,2.19,128.5,66.1,1828,4.1,1.0,4.9,10,8,5.5
100,178,5666,Small_Office,250000,2239720.0,750846,100.0,-227294,50.0,496218,1641,630909,119937,44794,90656,156780,149,1060,1502,0.2,0.005,2.69,158.8,66.1,2240,4.1,1.0,4.9,10,8,5.3
100,178,6750,Small_Office,250000,2651640.0,755261,100.0,-281536,50.0,499705,1996,635322,119939,53033,108000,185615,150,1060,1511,0.3,0.005,3.18,189.2,66.2,2652,4.1,1.0,4.9,10,8,5.0
100,178,7833,Small_Office,250000,3063180.0,748101,100.0,-336267,50.0,492426,1546,628150,119951,61264,125328,214423,149,1060,1496,0.2,0.005,3.68,219.6,65.8,3063,4.1,1.0,5.0,10,8,4.8
100,178,8916,Small_Office,250000,3474720.0,754220,100.0,-390383,50.0,497432,2088,634014,120206,69494,142656,243230,150,1060,1508,0.3,0.005,4.17,249.9,66.0,3475,4.1,1.0,5.0,10,8,4.6
100,178,10000,Small_Office,250000,3886640.0,759006,100.0,-444577,50.0,501890,1844,639342,119663,77733,160000,272065,151,1060,1518,0.2,0.005,4.66,280.3,66.1,3887,4.1,1.0,5.0,10,8,4.4
100,200,250,Small_Office,250000,190000.0,832171,100.0,48036,4.0,580192,1847,712160,120011,3800,4000,13300,166,1170,1664,0.2,0.005,0.23,7.0,69.7,190,4.0,6.2,4.3,10,8,5.9
100,200,1333,Small_Office,250000,601540.0,821064,100.0,-6905,50.0,568713,1648,701511,119553,12031,21328,42108,163,1170,1642,0.2,0.005,0.72,37.4,69.3,602,4.0,1.0,4.7,10,8,5.7
100,200,2416,Small_Office,250000,1013080.0,839174,100.0,-60425,50.0,585654,2247,719299,119875,20262,38656,70916,167,1170,1678,0.3,0.005,1.22,67.7,69.8,1013,4.0,1.0,4.8,10,8,5.5
100,200,3500,Small_Office,250000,1425000.0,831961,100.0,-115223,50.0,578016,2100,712496,119465,28500,56000,99750,166,1170,1664,0.3,0.005,1.71,98.1,69.5,1425,4.0,1.0,4.9,10,8,5.2
100,200,4583,Small_Office,250000,1836540.0,833468,100.0,-169545,50.0,578918,2134,713495,119973,36731,73328,128558,166,1170,1667,0.3,0.005,2.2,128.5,69.5,1837,4.0,1.0,4.9,10,8,5.0
100,200,5666,Small_Office,250000,2248080.0,832926,100.0,-223963,50.0,577891,2048,712754,120172,44962,90656,157366,166,1170,1666,0.2,0.005,2.7,158.8,69.4,2248,4.0,1.0,4.9,10,8,4.8
100,200,6750,Small_Office,250000,2660000.0,831469,100.0,-278470,50.0,576090,1821,712057,119412,53200,108000,186200,165,1170,1663,0.2,0.005,3.19,189.2,69.3,2660,4.0,1.0,4.9,10,8,4.6
100,200,7833,Small_Office,250000,3071540.0,835487,100.0,-332669,50.0,579440,1919,715519,119968,61431,125328,215008,166,1170,1671,0.2,0.005,3.69,219.6,69.4,3072,4.0,1.0,4.9,10,8,4.4
100,200,8916,Small_Office,250000,3483080.0,830822,100.0,-387274,50.0,574660,1462,711298,119524,69662,142656,243816,165,1170,1662,0.2,0.005,4.18,249.9,69.2,3483,4.0,1.0,4.9,10,8,4.2
100,200,10000,Small_Office,250000,3895000.0,831867,100.0,-441692,50.0,574640,1956,712090,119777,77900,160000,272650,166,1170,1664,0.2,0.005,4.67,280.3,69.1,3895,4.0,1.0,5.0,10,8,4.0
977,5,250,Small_Office,250000,282530.0,1190248,99.5,44999,6.3,690353,247983,17890,1172358,5651,4000,19777,237,1686,2380,20.8,0.005,0.34,7.0,58.0,283,7.6,4.0,7.4,10,8,9.4
977,5,1333,Small_Office,250000,694070.0,1190072,100.0,-9316,50.0,687056,249219,17832,1172240,13881,21328,48585,237,1686,2380,20.9,0.005,0.83,37.4,57.7,694,7.6,1.0,6.3,10,8,9.1
977,5,2416,Small_Office,250000,1105610.0,1192871,100.0,-63704,50.0,686621,251881,17664,1175206,22112,38656,77393,237,1686,2386,21.1,0.005,1.33,67.7,57.6,1106,7.6,1.0,5.9,10,8,8.9
977,5,3500,Small_Office,250000,1517530.0,1184548,100.0,-118301,50.0,683009,246589,17861,1166687,30351,56000,106227,236,1686,2369,20.8,0.005,1.82,98.1,57.7,1518,7.6,1.0,5.6,10,8,8.7
977,5,4583,Small_Office,250000,1929070.0,1187690,100.0,-172565,50.0,685069,247115,17744,1169947,38581,73328,135035,236,1686,2375,20.8,0.005,2.31,128.5,57.7,1929,7.6,1.0,5.5,10,8,8.5
977,5,5666,Small_Office,250000,2340610.0,1190199,100.0,-226809,50.0,687528,246592,17736,1172464,46812,90656,163843,237,1686,2380,20.7,0.005,2.81,158.8,57.8,2341,7.6,1.0,5.4,10,8,8.3
977,5,6750,Small_Office,250000,2752530.0,1187752,100.0,-281389,50.0,684254,246844,17675,1170078,55051,108000,192677,236,1686,2376,20.8,0.005,3.3,189.2,57.6,2753,7.6,1.0,5.4,10,8,8.1
977,5,7833,Small_Office,250000,3164070.0,1184292,100.0,-335918,50.0,681007,246072,17765,1166526,63281,125328,221485,236,1686,2369,20.8,0.005,3.8,219.6,57.5,3164,7.6,1.0,5.3,10,8,7.8
977,5,8916,Small_Office,250000,3575610.0,1188347,100.0,-390213,50.0,682436,248112,17565,1170781,71512,142656,250293,236,1686,2377,20.9,0.005,4.29,249.9,57.4,3576,7.6,1.0,5.3,10,8,7.6
977,5,10000,Small_Office,250000,3987530.0,1180848,100.0,-444856,50.0,677923,244548,17689,1163160,79751,160000,279127,235,1686,2362,20.7,0.005,4.79,280.3,57.4,3988,7.6,1.0,5.3,10,8,7.4
977,26,250,Small_Office,250000,290510.0,1258448,100.0,48083,6.0,762090,245116,92474,1165974,5810,4000,20336,250,1791,2517,19.5,0.005,0.35,7.0,60.6,291,6.0,4.2,7.2,10,8,8.9
977,26,1333,Small_Office,250000,702050.0,1266520,100.0,-6171,50.0,764313,250361,91531,1174989,14041,21328,49144,252,1791,2533,19.8,0.005,0.84,37.4,60.3,702,6.0,1.0,6.2,10,8,8.7
977,26,2416,Small_Office,250000,1113590.0,1258818,100.0,-60758,50.0,759908,246541,93350,1165468,22272,38656,77951,251,1791,2518,19.6,0.005,1.34,67.7,60.4,1114,6.0,1.0,5.8,10,8,8.5
977,26,3500,Small_Office,250000,1525510.0,1264477,100.0,-114989,50.0,763623,247870,91941,1172536,30510,56000,106786,252,1791,2529,19.6,0.005,1.83,98.1,60.4,1526,6.0,1.0,5.6,10,8,8.3
977,26,4583,Small_Office,250000,1937050.0,1263541,100.0,-169455,50.0,761638,248362,92283,1171258,38741,73328,135594,251,1791,2527,19.7,0.005,2.32,128.5,60.3,1937,6.0,1.0,5.5,10,8,8.1
977,26,5666,Small_Office,250000,2348590.0,1265429,100.0,-223840,50.0,761259,250071,92412,1173017,46972,90656,164401,252,1791,2531,19.8,0.005,2.82,158.8,60.2,2349,6.0,1.0,5.4,10,8,7.9
977,26,6750,Small_Office,250000,2760510.0,1264934,100.0,-278240,50.0,761599,248644,91575,1173360,55210,108000,193236,252,1791,2530,19.7,0.005,3.31,189.2,60.2,2761,6.0,1.0,5.4,10,8,7.6
977,26,7833,Small_Office,250000,3172050.0,1261571,100.0,-332760,50.0,758528,247783,92142,1169429,63441,125328,222044,251,1791,2523,19.6,0.005,3.81,219.6,60.1,3172,6.0,1.0,5.3,10,8,7.4
977,26,8916,Small_Office,250000,3583590.0,1265914,100.0,-387054,50.0,759989,250095,92365,1173549,71672,142656,250851,252,1791,2532,19.8,0.005,4.3,249.9,60.0,3584,6.0,1.0,5.3,10,8,7.2
977,26,10000,Small_Office,250000,3995510.0,1263382,100.0,-441510,50.0,759191,247799,92121,1171262,79910,160000,279686,251,1791,2527,19.6,0.005,4.79,280.3,60.1,3996,6.0,1.0,5.3,10,8,7.0
977,48,250,Small_Office,250000,298870.0,1341853,100.0,51503,5.8,845500,246009,171850,1170003,5977,4000,20921,267,1901,2684,18.3,0.005,0.36,7.0,63.0,299,5.4,4.3,7.1,10,8,8.5
977,48,1333,Small_Office,250000,710410.0,1342773,100.0,-2913,50.0,844516,247346,173603,1169170,14208,21328,49729,267,1901,2686,18.4,0.005,0.85,37.4,62.9,710,5.4,1.0,6.1,10,8,8.3
977,48,2416,Small_Office,250000,1121950.0,1342603,100.0,-57197,50.0,846179,244924,172137,1170466,22439,38656,78537,267,1901,2685,18.2,0.005,1.35,67.7,63.0,1122,5.4,1.0,5.8,10,8,8.1
977,48,3500,Small_Office,250000,1533870.0,1336981,100.0,-111947,50.0,839498,245390,169781,1167200,30677,56000,107371,266,1901,2674,18.4,0.005,1.84,98.1,62.8,1534,5.4,1.0,5.6,10,8,7.9
977,48,4583,Small_Office,250000,1945410.0,1346310,100.0,-166071,50.0,844357,249309,172120,1174190,38908,73328,136179,268,1901,2693,18.5,0.005,2.33,128.5,62.7,1945,5.4,1.0,5.5,10,8,7.6
977,48,5666,Small_Office,250000,2356950.0,1340839,100.0,-220581,50.0,841500,246116,168981,1171858,47139,90656,164987,267,1901,2682,18.4,0.005,2.83,158.8,62.8,2357,5.4,1.0,5.4,10,8,7.4
977,48,6750,Small_Office,250000,2768870.0,1342936,100.0,-274949,50.0,842457,246690,171359,1171577,55377,108000,193821,267,1901,2686,18.4,0.005,3.32,189.2,62.7,2769,5.4,1.0,5.4,10,8,7.2
977,48,7833,Small_Office,250000,3180410.0,1342508,100.0,-329327,50.0,842241,245901,170445,1172063,63608,125328,222629,267,1901,2685,18.3,0.005,3.82,219.6,62.7,3180,5.4,1.0,5.3,10,8,7.0
977,48,8916,Small_Office,250000,3591950.0,1342078,100.0,-383709,50.0,841934,245244,170899,1171179,71839,142656,251437,267,1901,2684,18.3,0.005,4.31,249.9,62.7,3592,5.4,1.0,5.3,10,8,6.8
977,48,10000,Small_Office,250000,4003870.0,1338566,100.0,-438306,50.0,838330,244750,169507,1169059,80077,160000,280271,266,1901,2677,18.3,0.005,4.8,280.3,62.6,4004,5.4,1.0,5.2,10,8,6.6
977,70,250,Small_Office,250000,307230.0,1415532,100.0,54781,5.6,926111,239277,248098,1167434,6145,4000,21506,282,2011,2831,16.9,0.005,0.37,7.0,65.4,307,5.1,4.5,6.9,10,8,8.1
977,70,1333,Small_Office,250000,718770.0,1416768,100.0,310,50.0,924034,242010,247845,1168923,14375,21328,50314,282,2011,2834,17.1,0.005,0.86,37.4,65.2,719,5.1,1.0,6.1,10,8,7.8
977,70,2416,Small_Office,250000,1130310.0,1422057,100.0,-53980,50.0,925563,245208,249520,1172537,22606,38656,79122,283,2011,2844,17.2,0.005,1.36,67.7,65.1,1130,5.1,1.0,5.8,10,8,7.6
977,70,3500,Small_Office,250000,1542230.0,1415639,100.0,-108497,50.0,923564,240203,248651,1166988,30845,56000,107956,282,2011,2831,17.0,0.005,1.85,98.1,65.2,1542,5.1,1.0,5.6,10,8,7.4
977,70,4583,Small_Office,250000,1953770.0,1422116,100.0,-162900,50.0,922828,246849,248650,1173466,39075,73328,136764,283,2011,2844,17.4,0.005,2.34,128.5,64.9,1954,5.1,1.0,5.5,10,8,7.2
977,70,5666,Small_Office,250000,2365310.0,1419168,100.0,-217200,50.0,924157,242012,250024,1169144,47306,90656,165572,282,2011,2838,17.1,0.005,2.84,158.8,65.1,2365,5.1,1.0,5.4,10,8,7.0
977,70,6750,Small_Office,250000,2777230.0,1420944,100.0,-271508,50.0,926332,241028,250316,1170628,55545,108000,194406,283,2011,2842,17.0,0.005,3.33,189.2,65.2,2777,5.1,1.0,5.3,10,8,6.8
977,70,7833,Small_Office,250000,3188770.0,1411943,100.0,-326275,50.0,918336,239457,246223,1165720,63775,125328,223214,281,2011,2824,17.0,0.005,3.83,219.6,65.0,3189,5.1,1.0,5.3,10,8,6.5
977,70,8916,Small_Office,250000,3600310.0,1419281,100.0,-380483,50.0,921508,243054,251750,1167531,72006,142656,252022,282,2011,2839,17.1,0.005,4.32,249.9,64.9,3600,5.1,1.0,5.3,10,8,6.3
977,70,10000,Small_Office,250000,4012230.0,1411776,100.0,-435060,50.0,918297,238177,247605,1164171,80245,160000,280856,281,2011,2824,16.9,0.005,4.81,280.3,65.0,4012,5.1,1.0,5.2,10,8,6.1
977,91,250,Small_Office,250000,315210.0,1493422,100.0,57879,5.4,1002443,240843,321728,1171694,6304,4000,22065,297,2116,2987,16.1,0.005,0.38,7.0,67.1,315,4.8,4.6,6.8,10,8,7.6
977,91,1333,Small_Office,250000,726750.0,1491447,100.0,3491,50.0,1002004,238733,323204,1168243,14535,21328,50873,297,2116,2983,16.0,0.005,0.87,37.4,67.2,727,4.8,1.0,6.0,10,8,7.4
977,91,2416,Small_Office,250000,1138290.0,1492215,100.0,-50941,50.0,1000693,240240,321367,1170849,22766,38656,79680,297,2116,2984,16.1,0.005,1.37,67.7,67.1,1138,4.8,1.0,5.7,10,8,7.2
977,91,3500,Small_Office,250000,1550210.0,1497350,100.0,-105374,50.0,1000370,245129,322731,1174619,31004,56000,108515,298,2116,2995,16.4,0.005,1.86,98.1,66.8,1550,4.8,1.0,5.6,10,8,7.0
977,91,4583,Small_Office,250000,1961750.0,1504486,100.0,-159487,50.0,1005459,246606,325180,1179306,39235,73328,137322,299,2116,3009,16.4,0.005,2.35,128.5,66.8,1962,4.8,1.0,5.4,10,8,6.8
977,91,5666,Small_Office,250000,2373290.0,1493186,100.0,-214132,50.0,999885,240307,323468,1169718,47466,90656,166130,297,2116,2986,16.1,0.005,2.85,158.8,67.0,2373,4.8,1.0,5.4,10,8,6.6
977,91,6750,Small_Office,250000,2785210.0,1489192,100.0,-268740,50.0,996050,239579,321407,1167785,55704,108000,194965,296,2116,2978,16.1,0.005,3.34,189.2,66.9,2785,4.8,1.0,5.3,10,8,6.3
977,91,7833,Small_Office,250000,3196750.0,1498926,100.0,-322803,50.0,1002130,242662,326186,1172740,63935,125328,223773,298,2116,2998,16.2,0.005,3.84,219.6,66.9,3197,4.8,1.0,5.3,10,8,6.1
